"model" "year" "price" "transmission" "mileage" "fuelType" "tax" "mpg" "engineSize"
"12559" " Fiesta" 2019 13100 "Manual" 13704 "Petrol" 145 58.9 1
"12560" " Fiesta" 2019 13100 "Manual" 11869 "Petrol" 145 58.9 1
"12561" " Fiesta" 2019 14300 "Manual" 1725 "Petrol" 145 58.9 1
"12562" " Fiesta" 2019 16000 "Semi-Auto" 2154 "Petrol" 145 48.7 1
"12563" " Fiesta" 2019 15700 "Semi-Auto" 5572 "Petrol" 145 48.7 1
"12564" " Fiesta" 2019 13400 "Semi-Auto" 1661 "Petrol" 145 48.7 1
"12565" " EcoSport" 2019 16400 "Semi-Auto" 4801 "Petrol" 145 45.6 1
"12567" " Fiesta" 2018 12500 "Manual" 9500 "Petrol" 150 56.5 1
"12568" " Kuga" 2019 18500 "Manual" 3801 "Diesel" 150 38.2 2
"12569" " Fiesta" 2018 10500 "Manual" 10015 "Petrol" 145 65.7 1
"12574" " EcoSport" 2018 16998 "Semi-Auto" 7918 "Petrol" 145 44.1 1
"12580" " Fiesta" 2019 14850 "Manual" 2587 "Petrol" 145 58.9 1
"12582" " Fiesta" 2018 14350 "Semi-Auto" 6517 "Petrol" 145 48.7 1
"12585" " Galaxy" 2019 27300 "Manual" 5612 "Diesel" 145 55.4 2
"12586" " Focus" 2018 13800 "Manual" 15476 "Petrol" 145 57.7 1
"12588" " Fiesta" 2018 11750 "Manual" 9512 "Petrol" 145 65.7 1
"12589" " Focus" 2018 15000 "Manual" 3036 "Petrol" 145 51.4 1.5
"12591" " Focus" 2018 19500 "Manual" 16818 "Petrol" 145 41.5 2
"12592" " Focus" 2019 17900 "Manual" 5051 "Petrol" 145 60.1 1
"12597" " Fiesta" 2018 10500 "Manual" 9365 "Petrol" 150 65.7 1
"12598" " Puma" 2019 21000 "Manual" 150 "Petrol" 150 50.4 1
"12599" " Fiesta" 2020 15000 "Manual" 250 "Petrol" 150 56.5 1
"12600" " Focus" 2020 20000 "Manual" 25 "Petrol" 150 51.4 1.5
"12601" " Mustang" 2020 41000 "Manual" 100 "Petrol" 145 22.8 5
"12602" " Fiesta" 2018 11000 "Manual" 8500 "Petrol" 150 65.7 1
"12604" " Fiesta" 2019 14491 "Manual" 5120 "Petrol" 150 56.5 1
"12606" " Fiesta" 2019 13000 "Semi-Auto" 7005 "Petrol" 145 48.7 1
"12607" " Fiesta" 2019 14250 "Semi-Auto" 7547 "Petrol" 145 48.7 1
"12611" " Fiesta" 2018 12500 "Manual" 13668 "Petrol" 145 56.5 1
"12613" " Mondeo" 2019 20750 "Manual" 2986 "Diesel" 145 51.4 2
"12614" " Mustang" 2019 45250 "Automatic" 2500 "Petrol" 145 22.1 5
"12615" " EcoSport" 2019 15995 "Manual" 6100 "Petrol" 150 51.4 1
"12620" " Fiesta" 2019 14000 "Semi-Auto" 10274 "Petrol" 150 48.7 1
"12621" " Fiesta" 2019 15800 "Manual" 2751 "Petrol" 145 58.9 1
"12623" " Fiesta" 2018 15800 "Semi-Auto" 6834 "Petrol" 150 48.7 1
"12625" " Kuga" 2019 16800 "Manual" 10786 "Petrol" 145 34.4 1.5
"12627" " Focus" 2019 18250 "Automatic" 4261 "Petrol" 150 48.7 1
"12632" " Fiesta" 2018 10700 "Manual" 12372 "Diesel" 145 85.6 1.5
"12633" " EcoSport" 2019 16000 "Semi-Auto" 4243 "Petrol" 150 45.6 1
"12634" " Fiesta" 2018 13350 "Manual" 7256 "Petrol" 150 65.7 1
"12635" " Kuga" 2019 21000 "Manual" 3637 "Diesel" 145 39.2 2
"12638" " Focus" 2018 11850 "Manual" 15363 "Petrol" 145 60.1 1
"12639" " Kuga" 2019 20500 "Manual" 9739 "Diesel" 145 39.2 2
"12642" " Focus" 2019 16499 "Manual" 4615 "Petrol" 145 58.9 1
"12643" " Focus" 2019 18999 "Manual" 3155 "Petrol" 145 60.1 1
"12645" " Fiesta" 2018 12299 "Manual" 9231 "Petrol" 150 58.9 1
"12646" " Fiesta" 2018 10499 "Manual" 17056 "Petrol" 150 65.7 1
"12648" " Fiesta" 2020 15999 "Manual" 2012 "Petrol" 145 60.1 1
"12650" " EcoSport" 2019 16300 "Semi-Auto" 5512 "Petrol" 150 45.6 1
"12651" " Fiesta" 2018 11000 "Manual" 9309 "Petrol" 150 65.7 1
"12653" " Focus" 2019 16000 "Manual" 7071 "Petrol" 150 60.1 1
"12654" " Kuga" 2018 16000 "Manual" 11681 "Diesel" 150 64.2 1.5
"12655" " C-MAX" 2018 13000 "Manual" 12073 "Petrol" 150 48.7 1
"12659" " Fiesta" 2018 11250 "Manual" 12126 "Petrol" 145 56.5 1
"12662" " Ka+" 2018 7950 "Manual" 8056 "Petrol" 145 57.7 1.2
"12663" " Fiesta" 2020 14500 "Manual" 40 "Petrol" 145 56.5 1
"12664" " Focus" 2018 16000 "Manual" 124 "Petrol" 145 60.1 1
"12665" " Focus" 2019 16500 "Manual" 2078 "Petrol" 145 51.4 1.5
"12668" " EcoSport" 2018 14000 "Manual" 9654 "Petrol" 145 54.3 1
"12670" " EcoSport" 2019 17500 "Semi-Auto" 5387 "Petrol" 150 44.1 1
"12671" " Fiesta" 2018 14000 "Manual" 15167 "Petrol" 150 65.7 1
"12673" " Kuga" 2019 18250 "Manual" 12088 "Petrol" 145 39.2 1.5
"12674" " Fiesta" 2019 13999 "Manual" 14755 "Petrol" 145 58.9 1
"12675" " Fiesta" 2019 14499 "Manual" 10969 "Petrol" 145 55.4 1
"12676" " Fiesta" 2019 14499 "Manual" 9905 "Petrol" 145 55.4 1
"12677" " Fiesta" 2019 14499 "Manual" 12356 "Petrol" 145 55.4 1
"12678" " Fiesta" 2019 14499 "Manual" 12783 "Petrol" 145 55.4 1
"12679" " Fiesta" 2019 14499 "Manual" 8905 "Petrol" 145 55.4 1
"12680" " Fiesta" 2019 14299 "Manual" 12024 "Petrol" 145 60.1 1
"12681" " Fiesta" 2019 13999 "Manual" 6173 "Petrol" 145 55.4 1
"12682" " Fiesta" 2019 15499 "Manual" 8971 "Petrol" 145 55.4 1
"12685" " Galaxy" 2019 24500 "Semi-Auto" 7439 "Diesel" 145 53.3 2
"12686" " S-MAX" 2019 24400 "Manual" 11704 "Diesel" 145 54.3 2
"12689" " Focus" 2019 15400 "Manual" 10310 "Petrol" 145 49.6 1
"12690" " Focus" 2019 17900 "Automatic" 10611 "Petrol" 145 42.8 1
"12691" " Focus" 2019 15700 "Manual" 5300 "Petrol" 145 49.6 1
"12692" " Fiesta" 2019 13750 "Manual" 7156 "Petrol" 145 58.9 1
"12693" " Focus" 2018 12000 "Manual" 12564 "Petrol" 145 60.1 1
"12694" " Focus" 2018 17250 "Manual" 14831 "Petrol" 145 41.5 2
"12695" " Fiesta" 2018 13000 "Manual" 31000 "Petrol" 145 65.7 1
"12696" " Focus" 2018 14950 "Manual" 581 "Petrol" 145 58.9 1
"12697" " Focus" 2019 26950 "Manual" 7042 "Diesel" 145 50.4 2
"12698" " Mondeo" 2018 17500 "Automatic" 3876 "Petrol" 145 43.5 1.5
"12699" " Kuga" 2018 15000 "Manual" 18801 "Petrol" 150 45.6 1.5
"12701" " Puma" 2019 21700 "Manual" 780 "Petrol" 145 50.4 1
"12702" " Fiesta" 2020 16300 "Manual" 765 "Petrol" 145 56.5 1
"12705" " Edge" 2018 21950 "Manual" 25134 "Diesel" 145 47.9 2
"12708" " Fiesta" 2018 14500 "Manual" 5089 "Petrol" 145 58.9 1
"12711" " Fiesta" 2019 13299 "Manual" 5139 "Petrol" 145 56.5 1
"12712" " Fiesta" 2019 13399 "Manual" 6149 "Petrol" 145 56.5 1
"12714" " Focus" 2018 12299 "Manual" 21680 "Diesel" 145 74.3 1.5
"12715" " Fiesta" 2018 12999 "Automatic" 32366 "Petrol" 145 54.3 1
"12716" " Fiesta" 2019 14499 "Manual" 7564 "Petrol" 145 58.9 1
"12717" " Fiesta" 2019 14499 "Manual" 12744 "Petrol" 145 55.4 1
"12718" " Fiesta" 2019 14499 "Manual" 12847 "Petrol" 145 55.4 1
"12719" " Fiesta" 2019 14499 "Manual" 7800 "Petrol" 145 58.9 1
"12720" " Fiesta" 2019 14499 "Manual" 8386 "Petrol" 145 58.9 1
"12723" " Fiesta" 2018 9299 "Manual" 33615 "Petrol" 145 65.7 1
"12727" " Focus" 2018 13499 "Manual" 11277 "Petrol" 145 57.7 1
"12728" " Kuga" 2019 19199 "Manual" 13610 "Petrol" 145 35.3 1.5
"12729" " Fiesta" 2018 12499 "Automatic" 37127 "Petrol" 145 54.3 1
"12731" " Kuga" 2018 19499 "Semi-Auto" 1514 "Diesel" 145 58.9 1.5
"12732" " Fiesta" 2019 13999 "Manual" 2818 "Petrol" 145 58.9 1
"12733" " Focus" 2019 18299 "Manual" 2667 "Petrol" 145 49.6 1
"12735" " Fiesta" 2018 12999 "Manual" 5406 "Petrol" 145 62.8 1
"12737" " Kuga" 2019 17299 "Manual" 6379 "Diesel" 145 38.2 2
"12738" " Fiesta" 2019 15499 "Manual" 7450 "Petrol" 145 58.9 1
"12740" " Focus" 2018 13799 "Manual" 17478 "Diesel" 145 74.3 1.5
"12741" " Focus" 2018 13499 "Manual" 21898 "Diesel" 145 74.3 1.5
"12742" " Ka+" 2018 8799 "Manual" 12553 "Petrol" 145 43.5 1.2
"12744" " Fiesta" 2019 10299 "Manual" 41959 "Diesel" 145 58.9 1.5
"12745" " Focus" 2019 15299 "Manual" 8016 "Petrol" 145 58.9 1
"12746" " Fiesta" 2019 14499 "Semi-Auto" 5692 "Petrol" 145 48.7 1
"12747" " Fiesta" 2019 13399 "Manual" 5525 "Petrol" 145 56.5 1
"12750" " Fiesta" 2018 11600 "Manual" 7733 "Petrol" 150 65.7 1
"12752" " Ka+" 2018 10500 "Manual" 2936 "Petrol" 150 43.5 1.2
"12755" " Focus" 2018 11700 "Manual" 21568 "Petrol" 150 60.1 1
"12757" " Fiesta" 2019 14200 "Manual" 9209 "Petrol" 150 62.8 1
"12758" " Fiesta" 2018 11500 "Manual" 23918 "Petrol" 145 65.7 1
"12760" " Fiesta" 2018 11000 "Manual" 14212 "Petrol" 145 65.7 1
"12763" " Fiesta" 2018 13000 "Automatic" 31190 "Petrol" 145 54.3 1
"12765" " Focus" 2019 15400 "Manual" 14132 "Petrol" 145 58.9 1
"12766" " Fiesta" 2018 11200 "Manual" 31336 "Petrol" 145 65.7 1
"12768" " Fiesta" 2019 15299 "Manual" 7580 "Petrol" 145 58.9 1
"12770" " Focus" 2018 18499 "Manual" 30687 "Petrol" 145 41.5 2
"12771" " Fiesta" 2018 10999 "Manual" 39341 "Diesel" 145 88.3 1.5
"12772" " Fiesta" 2019 14999 "Manual" 6509 "Petrol" 145 60.1 1
"12774" " Focus" 2019 15999 "Manual" 6890 "Petrol" 145 49.6 1
"12776" " Fiesta" 2019 15299 "Manual" 8308 "Petrol" 145 58.9 1
"12777" " Fiesta" 2019 15299 "Manual" 6553 "Petrol" 145 55.4 1
"12778" " Fiesta" 2020 18499 "Manual" 800 "Petrol" 145 60.1 1
"12779" " Fiesta" 2019 15299 "Manual" 3248 "Petrol" 145 55.4 1
"12780" " Fiesta" 2019 14499 "Semi-Auto" 7838 "Petrol" 145 48.7 1
"12781" " Fiesta" 2019 15999 "Manual" 6814 "Petrol" 145 55.4 1
"12784" " Focus" 2019 16499 "Manual" 3260 "Petrol" 145 49.6 1
"12785" " Focus" 2019 16499 "Manual" 5663 "Petrol" 145 49.6 1
"12786" " Focus" 2019 14449 "Manual" 9885 "Diesel" 145 80.7 1.5
"12787" " Focus" 2019 14699 "Manual" 5626 "Diesel" 145 80.7 1.5
"12794" " Focus" 2018 19499 "Manual" 13983 "Petrol" 145 41.5 2
"12796" " Focus" 2018 17299 "Manual" 19688 "Petrol" 145 41.5 2
"12799" " Focus" 2018 14299 "Manual" 5729 "Diesel" 145 74.3 1.5
"12800" " Kuga" 2019 24500 "Automatic" 2465 "Petrol" 145 31 1.5
"12801" " EcoSport" 2019 17200 "Manual" 2304 "Diesel" 145 67.3 1.5
"12802" " Focus" 2019 19700 "Automatic" 2332 "Petrol" 145 41.5 1
"12803" " Fiesta" 2019 17500 "Manual" 8365 "Petrol" 145 55.4 1
"12806" " Fiesta" 2018 12250 "Manual" 9881 "Petrol" 145 65.7 1
"12807" " Fiesta" 2018 13800 "Semi-Auto" 7325 "Petrol" 145 54.3 1
"12808" " Fiesta" 2018 13500 "Semi-Auto" 5886 "Petrol" 145 48.7 1
"12809" " Focus" 2019 23996 "Manual" 50 "Petrol" 145 48.7 1
"12810" " Fiesta" 2018 11320 "Manual" 32185 "Petrol" 145 65.7 1
"12820" " Fiesta" 2018 11000 "Manual" 4975 "Petrol" 145 55.4 1.1
"12821" " Fiesta" 2019 12600 "Manual" 90 "Petrol" 145 58.9 1
"12823" " Focus" 2019 19300 "Manual" 6000 "Diesel" 145 74.3 1.5
"12829" " Fiesta" 2018 10000 "Manual" 14825 "Petrol" 150 64.2 1.1
"12830" " Focus" 2018 13995 "Manual" 5053 "Diesel" 150 74.3 1.5
"12834" " Fiesta" 2018 10700 "Manual" 16646 "Petrol" 150 65.7 1
"12835" " Focus" 2018 12200 "Manual" 12003 "Petrol" 150 60.1 1
"12838" " Fiesta" 2018 9790 "Manual" 20818 "Petrol" 145 58.9 1
"12839" " Fiesta" 2018 10590 "Manual" 11040 "Petrol" 145 58.9 1
"12841" " Focus" 2019 16600 "Automatic" 7000 "Petrol" 145 51.4 1
"12842" " Fiesta" 2019 12600 "Manual" 85 "Petrol" 145 58.9 1
"12843" " Fiesta" 2020 18200 "Manual" 50 "Petrol" 145 55.4 1
"12844" " Focus" 2019 15895 "Manual" 6652 "Petrol" 145 49.6 1
"12845" " Focus" 2018 11490 "Manual" 18997 "Petrol" 145 60.1 1
"12846" " Fiesta" 2019 15900 "Manual" 3500 "Petrol" 145 60.1 1
"12847" " Fiesta" 2018 10500 "Manual" 4450 "Petrol" 145 64.2 1.1
"12848" " Fiesta" 2018 12400 "Manual" 5000 "Petrol" 145 55.4 1.1
"12849" " Grand Tourneo Connect" 2019 19500 "Manual" 5589 "Diesel" 145 61.4 1.5
"12850" " EcoSport" 2019 15750 "Manual" 16417 "Petrol" 145 51.4 1
"12852" " Fiesta" 2019 17300 "Semi-Auto" 7260 "Petrol" 145 48.7 1
"12853" " Fiesta" 2019 16500 "Manual" 3393 "Petrol" 145 55.4 1
"12854" " Fiesta" 2019 18500 "Manual" 6020 "Petrol" 150 55.4 1
"12855" " Mondeo" 2018 19500 "Automatic" 11171 "Petrol" 150 38.2 2
"12856" " Focus" 2019 18200 "Automatic" 11115 "Petrol" 150 41.5 1
"12860" " Fiesta" 2019 15950 "Manual" 2331 "Petrol" 145 55.4 1
"12861" " Focus" 2020 27500 "Automatic" 5588 "Petrol" 150 39.2 1.5
"12863" " Kuga" 2020 33500 "Automatic" 5534 "Hybrid" 140 201.8 2.5
"12864" " Fiesta" 2019 15500 "Manual" 11486 "Petrol" 150 60.1 1
"12865" " Focus" 2018 12700 "Manual" 2571 "Petrol" 145 60.1 1
"12866" " Fiesta" 2018 11000 "Manual" 4399 "Petrol" 145 64.2 1.1
"12867" " Fiesta" 2018 12750 "Manual" 3445 "Petrol" 145 56.5 1
"12868" " Fiesta" 2018 10820 "Manual" 33258 "Petrol" 145 56.5 1
"12877" " Fiesta" 2018 11500 "Manual" 16639 "Petrol" 145 65.7 1
"12879" " S-MAX" 2018 23000 "Automatic" 5352 "Diesel" 145 53.3 2
"12880" " Fiesta" 2018 10500 "Manual" 21191 "Petrol" 145 65.7 1
"12881" " EcoSport" 2018 14550 "Manual" 4236 "Petrol" 145 53.3 1
"12882" " Grand C-MAX" 2018 13800 "Manual" 13768 "Petrol" 145 47.1 1
"12883" " Kuga" 2019 20250 "Manual" 3335 "Petrol" 145 35.3 1.5
"12884" " Kuga" 2019 19800 "Manual" 1469 "Petrol" 145 39.2 1.5
"12885" " Fiesta" 2018 12500 "Manual" 17793 "Petrol" 145 55.4 1.1
"12887" " Focus" 2019 22000 "Automatic" 17 "Petrol" 145 50.4 1
"12889" " Fiesta" 2018 12000 "Manual" 4200 "Petrol" 150 65.7 1
"12891" " Mondeo" 2019 20000 "Manual" 192 "Diesel" 145 65.7 2
"12892" " Focus" 2019 18500 "Manual" 7831 "Petrol" 145 60.1 1
"12895" " Fiesta" 2019 16000 "Manual" 6918 "Petrol" 145 58.9 1
"12896" " Focus" 2019 21450 "Automatic" 6501 "Petrol" 145 39.2 1.5
"12897" " Fiesta" 2019 17000 "Manual" 1159 "Petrol" 145 58.9 1
"12898" " Focus" 2019 18000 "Automatic" 6957 "Diesel" 145 64.2 2
"12899" " Galaxy" 2019 28000 "Semi-Auto" 14872 "Diesel" 145 46.3 2
"12903" " Ka+" 2018 8000 "Manual" 10380 "Petrol" 145 57.7 1.2
"12907" " EcoSport" 2018 14800 "Manual" 4036 "Petrol" 145 53.3 1
"12914" " Fiesta" 2018 11999 "Manual" 14185 "Petrol" 150 65.7 1
"12915" " Fiesta" 2019 14999 "Manual" 7289 "Petrol" 145 60.1 1
"12916" " Ka+" 2018 8899 "Manual" 9987 "Petrol" 145 48.7 1.2
"12917" " Fiesta" 2019 14999 "Manual" 8518 "Petrol" 145 60.1 1
"12918" " Fiesta" 2018 10499 "Manual" 23608 "Petrol" 145 65.7 1
"12919" " Fiesta" 2019 14999 "Manual" 4197 "Petrol" 145 60.1 1
"12920" " Fiesta" 2019 14999 "Manual" 5797 "Petrol" 145 55.4 1
"12922" " Fiesta" 2018 11170 "Manual" 10442 "Petrol" 145 58.9 1
"12924" " Fiesta" 2018 10850 "Manual" 40149 "Petrol" 145 56.5 1
"12925" " Fiesta" 2018 11450 "Manual" 10610 "Petrol" 145 56.5 1
"12926" " Focus" 2018 12180 "Manual" 43782 "Petrol" 145 60.1 1
"12928" " Fiesta" 2018 10190 "Manual" 28842 "Petrol" 145 56.5 1
"12929" " Fiesta" 2018 11600 "Manual" 5774 "Petrol" 150 65.7 1
"12930" " Focus" 2018 12395 "Manual" 31643 "Diesel" 150 74.3 1.5
"12931" " Fiesta" 2018 10200 "Manual" 8396 "Petrol" 150 64.2 1.1
"12932" " Fiesta" 2018 12250 "Manual" 5887 "Petrol" 150 65.7 1
"12933" " Fiesta" 2018 11000 "Manual" 14282 "Petrol" 150 65.7 1
"12934" " Fiesta" 2018 10200 "Manual" 12031 "Petrol" 150 64.2 1.1
"12935" " S-MAX" 2019 27000 "Automatic" 4850 "Diesel" 145 54.3 2
"12936" " Fiesta" 2019 18195 "Semi-Auto" 8732 "Petrol" 145 48.7 1
"12937" " Mondeo" 2019 19495 "Manual" 25 "Diesel" 145 65.7 2
"12940" " EcoSport" 2019 15800 "Manual" 2121 "Petrol" 145 53.3 1
"12942" " Fiesta" 2019 19500 "Manual" 6953 "Petrol" 150 40.3 1.5
"12944" " Focus" 2020 25500 "Automatic" 4325 "Petrol" 145 39.8 1.5
"12945" " Ka+" 2018 7995 "Manual" 13326 "Petrol" 145 57.7 1.2
"12948" " Tourneo Custom" 2019 25495 "Automatic" 9750 "Diesel" 145 31.7 2
"12949" " Focus" 2019 16650 "Automatic" 13437 "Petrol" 145 50.4 1
"12950" " Focus" 2019 17350 "Manual" 11157 "Petrol" 145 49.6 1
"12951" " Focus" 2018 12250 "Manual" 16706 "Petrol" 145 60.1 1
"12952" " Fiesta" 2019 17250 "Semi-Auto" 5772 "Petrol" 150 48.7 1
"12953" " EcoSport" 2018 13400 "Manual" 3612 "Petrol" 150 53.3 1
"12956" " Tourneo Custom" 2019 26500 "Automatic" 2000 "Diesel" 145 32.1 2
"12957" " Ka+" 2018 8800 "Manual" 6045 "Petrol" 145 47.9 1.2
"12961" " Tourneo Custom" 2019 25495 "Manual" 10500 "Diesel" 145 32.5 2
"12962" " Tourneo Custom" 2018 24495 "Manual" 22500 "Diesel" 145 32.5 2
"12963" " Mondeo" 2019 25500 "Semi-Auto" 3173 "Diesel" 145 49.6 2
"12964" " Grand Tourneo Connect" 2020 20850 "Manual" 601 "Diesel" 145 61.4 1.5
"12965" " C-MAX" 2018 12950 "Manual" 16431 "Petrol" 145 55.4 1
"12969" " Fiesta" 2018 13800 "Manual" 11395 "Petrol" 145 55.4 1
"12970" " Tourneo Custom" 2019 25495 "Manual" 10750 "Diesel" 145 32.5 2
"12973" " Ka+" 2018 8695 "Manual" 8745 "Petrol" 150 57.7 1.2
"12976" " Focus" 2018 13495 "Manual" 12951 "Petrol" 150 57.7 1
"12977" " Fiesta" 2018 9795 "Manual" 10267 "Petrol" 150 64.2 1.1
"12978" " Focus" 2019 20400 "Automatic" 1590 "Diesel" 145 74.3 1.5
"12979" " Focus" 2019 16500 "Manual" 9066 "Petrol" 145 58.9 1
"12980" " Galaxy" 2019 26950 "Manual" 2815 "Diesel" 145 55.4 2
"12981" " Focus" 2019 18500 "Automatic" 9662 "Diesel" 145 74.3 1.5
"12982" " Galaxy" 2019 21950 "Manual" 10744 "Diesel" 145 55.4 2
"12983" " EcoSport" 2018 13800 "Manual" 4914 "Petrol" 145 53.3 1
"12984" " Focus" 2019 17450 "Manual" 6707 "Petrol" 145 60.1 1
"12985" " Fiesta" 2019 16275 "Manual" 1899 "Petrol" 145 60.1 1
"12989" " Kuga" 2019 23400 "Automatic" 2707 "Petrol" 145 29.1 1.5
"12990" " Focus" 2019 19950 "Automatic" 7142 "Diesel" 145 64.2 2
"12991" " Kuga" 2019 20000 "Manual" 7213 "Diesel" 145 47.9 2
"12993" " Ka+" 2018 9295 "Manual" 8396 "Petrol" 145 47.9 1.2
"12995" " Fiesta" 2019 15900 "Manual" 3212 "Petrol" 145 58.9 1
"12996" " Fiesta" 2019 12400 "Manual" 10 "Petrol" 145 55.4 1.1
"12997" " Mustang" 2019 42500 "Automatic" 226 "Petrol" 145 22.1 5
"12999" " Kuga" 2018 18400 "Semi-Auto" 6528 "Diesel" 145 54.3 2
"13001" " Focus" 2019 21750 "Automatic" 3906 "Petrol" 145 39.2 1.5
"13002" " Fiesta" 2018 11850 "Manual" 17224 "Petrol" 145 56.5 1
"13007" " Focus" 2019 18000 "Automatic" 20496 "Diesel" 145 74.3 1.5
"13008" " Fiesta" 2019 14000 "Manual" 5100 "Petrol" 145 56.5 1
"13011" " Kuga" 2019 19000 "Manual" 13673 "Petrol" 150 35.3 1.5
"13013" " EcoSport" 2019 16375 "Manual" 9391 "Petrol" 145 54.3 1
"13014" " Fiesta" 2019 17350 "Semi-Auto" 4558 "Petrol" 145 48.7 1
"13016" " Focus" 2019 17900 "Automatic" 2065 "Petrol" 145 51.4 1
"13017" " C-MAX" 2019 16600 "Semi-Auto" 5785 "Petrol" 145 36.7 1.5
"13020" " Fiesta" 2018 13195 "Semi-Auto" 32963 "Petrol" 145 54.3 1
"13021" " Fiesta" 2018 9995 "Manual" 35455 "Petrol" 145 65.7 1
"13024" " Focus" 2018 13490 "Manual" 32148 "Diesel" 150 74.3 1.5
"13025" " Focus" 2018 13990 "Manual" 11566 "Petrol" 150 57.7 1
"13029" " Fiesta" 2018 14300 "Manual" 10850 "Petrol" 145 65.7 1
"13030" " Fiesta" 2019 15595 "Manual" 2525 "Petrol" 145 58.9 1
"13031" " EcoSport" 2019 14990 "Automatic" 3281 "Petrol" 145 45.6 1
"13033" " Focus" 2018 12499 "Manual" 16287 "Petrol" 145 57.7 1
"13036" " Mondeo" 2018 18600 "Automatic" 5034 "Petrol" 145 43.5 1.5
"13037" " Fiesta" 2019 13995 "Manual" 4533 "Petrol" 145 56.5 1
"13038" " Fiesta" 2019 13775 "Manual" 4597 "Petrol" 145 56.5 1
"13043" " Kuga" 2019 20100 "Manual" 8525 "Petrol" 145 35.3 1.5
"13045" " Kuga" 2019 18799 "Manual" 5305 "Petrol" 145 39.2 1.5
"13046" " Fiesta" 2018 10400 "Manual" 33247 "Petrol" 145 65.7 1
"13047" " Kuga" 2019 19700 "Manual" 12759 "Petrol" 145 35.3 1.5
"13056" " Puma" 2019 20990 "Manual" 1451 "Petrol" 145 50.4 1
"13057" " Fiesta" 2019 15790 "Manual" 2159 "Petrol" 145 55.4 1
"13058" " Fiesta" 2018 12290 "Manual" 10606 "Petrol" 145 65.7 1
"13060" " Fiesta" 2019 15490 "Manual" 5000 "Petrol" 145 60.1 1
"13063" " Focus" 2018 20000 "Manual" 9775 "Petrol" 145 41.5 2
"13065" " EcoSport" 2018 15200 "Semi-Auto" 13879 "Petrol" 145 48.7 1
"13066" " Focus" 2020 18490 "Manual" 1421 "Petrol" 145 49.6 1
"13067" " Focus" 2020 19490 "Manual" 877 "Petrol" 145 58.9 1
"13068" " Fiesta" 2020 16490 "Manual" 2873 "Petrol" 145 58.9 1
"13071" " Fiesta" 2018 12200 "Manual" 22350 "Petrol" 145 62.8 1
"13072" " EcoSport" 2018 13300 "Manual" 23144 "Petrol" 150 54.3 1
"13073" " Fiesta" 2019 17000 "Semi-Auto" 6450 "Petrol" 145 48.7 1
"13074" " Fiesta" 2019 15550 "Manual" 7559 "Petrol" 145 55.4 1
"13081" " Fiesta" 2018 13295 "Manual" 26451 "Petrol" 145 60.1 1
"13083" " Fiesta" 2018 11500 "Manual" 14310 "Petrol" 150 65.7 1
"13084" " Fiesta" 2018 14200 "Manual" 25059 "Petrol" 145 40.3 1.5
"13085" " Fiesta" 2018 10500 "Manual" 7555 "Petrol" 145 65.7 1
"13090" " EcoSport" 2018 13900 "Manual" 6483 "Petrol" 145 54.3 1
"13091" " Kuga" 2019 20300 "Manual" 8038 "Diesel" 145 39.2 2
"13093" " Fiesta" 2019 16350 "Semi-Auto" 9132 "Petrol" 150 48.7 1
"13095" " Puma" 2019 23750 "Manual" 1400 "Petrol" 145 50.4 1
"13096" " Focus" 2019 26995 "Manual" 3500 "Diesel" 145 50.4 2
"13097" " EcoSport" 2019 17900 "Manual" 1500 "Petrol" 145 51.4 1
"13098" " EcoSport" 2018 16199 "Semi-Auto" 9348 "Petrol" 150 44.1 1
"13099" " EcoSport" 2019 15900 "Manual" 3108 "Petrol" 145 52.3 1
"13100" " Kuga" 2019 18800 "Manual" 9899 "Petrol" 145 39.2 1.5
"13103" " Kuga" 2019 19900 "Manual" 2000 "Petrol" 145 34.4 1.5
"13104" " Kuga" 2018 22500 "Manual" 12000 "Diesel" 145 39.2 2
"13105" " Ka+" 2018 8900 "Manual" 12276 "Petrol" 145 47.9 1.2
"13106" " Fiesta" 2018 11200 "Manual" 14300 "Petrol" 145 65.7 1
"13107" " Fiesta" 2019 12900 "Manual" 2569 "Petrol" 145 58.9 1
"13108" " Kuga" 2019 23000 "Manual" 4193 "Diesel" 145 39.2 2
"13110" " Kuga" 2019 24000 "Manual" 6011 "Petrol" 145 35.3 1.5
"13111" " Galaxy" 2018 22000 "Automatic" 9041 "Diesel" 145 53.3 2
"13117" " Focus" 2018 13995 "Manual" 12449 "Petrol" 145 57.7 1
"13127" " Kuga" 2018 18000 "Manual" 11081 "Petrol" 145 39.2 1.5
"13128" " C-MAX" 2018 13000 "Manual" 10422 "Petrol" 145 49.6 1
"13129" " Ka+" 2018 9750 "Manual" 929 "Petrol" 145 48.7 1.2
"13132" " Kuga" 2019 24500 "Semi-Auto" 1875 "Diesel" 145 38.7 2
"13133" " C-MAX" 2019 14500 "Automatic" 4310 "Petrol" 145 37.2 1.5
"13134" " Edge" 2019 36000 "Automatic" 4921 "Diesel" 145 37.2 2
"13135" " C-MAX" 2019 14000 "Manual" 15000 "Diesel" 145 58.9 1.5
"13136" " Puma" 2019 23500 "Manual" 1500 "Petrol" 145 50.4 1
"13138" " Fiesta" 2019 19995 "Automatic" 161 "Petrol" 145 48.7 1
"13140" " EcoSport" 2018 14000 "Manual" 11902 "Petrol" 150 54.3 1
